2253,0.0579292777849529,0.3843985556379560,0.4980018035684390,0.5000000000000000,0.9123846034078680,3,3.67E-15,11,0,0,0
1618,3.6584839710335700,0.4063160804584070,0.4951909217835050,0.5000000000000000,0.8641913231604410,6,3.65E-15,10,0,0,0
1875,4.5935804999868600,0.0524100203516917,0.4935513563175800,0.5000000000000000,0.8020674323761940,6,3.27E-15,11,0,0,0
3387,5.4284633507766200,0.6275683967175230,0.4949610567877330,0.5000000000000000,0.8109328692930020,4,2.90E-15,11,0,0,0
2792,6.3422499718277200,0.1683312347617770,0.4915606243072360,0.5000000000000000,0.8493301565861810,6,2.62E-15,11,0,0,0
260,7.2811311225078300,0.5116297982461630,0.4950570890806540,0.5000000000000000,0.8453778142534770,6,2.44E-15,11,0,0,0
775,8.1968611364624900,0.1101216285784440,0.4948987494443380,0.5000000000000000,0.7836563121169860,5,2.72E-15,11,0,0,0
1511,9.9182059283728800,0.3014872710264260,0.4948105167469840,0.5000000000000000,0.7820355981187120,7,3.21E-15,10,0,0,0
319,11.6402309835663000,0.4948813347130750,0.4955768418324630,0.5000000000000000,0.7845024155138560,5,3.72E-15,11,0,0,0
2548,12.5568577178365000,0.0959961030351135,0.4961962413661050,0.5000000000000000,0.7843535484032140,5,1.60E-15,11,0,0,0
505,14.8983344150320000,0.1515090990264540,0.4953822092342430,0.5000000000000000,0.8818438819459660,5,4.09E-15,10,0,0,0
2760,15.9700275475372000,0.0261988687818325,0.4959790676442220,0.5000000000000000,0.8009414303259710,6,2.77E-15,11,0,0,0
3800,18.9207626013934000,0.3578071330665630,0.4991394346356770,0.5000000000000000,0.8961685465001340,4,1.32E-14,11,0,0,0
767,0.4786232063507410,1.3228805531518500,0.4864863023858950,0.5000000000000000,0.9170564690619010,4,8.19E-15,11,0,0,0
467,1.7431099917544800,0.7872787418525830,0.4920525977553910,0.5000000000000000,0.9643097524524070,5,4.97E-15,11,0,0,0
80,2.7427546473596800,0.8077811585630720,0.4981979197084080,0.5000000000000000,0.9598252363930470,3,3.59E-15,11,0,0,0
959,4.5125325730724400,1.0490143581285800,0.4991390853737760,0.5000000000000000,0.8023779286708430,5,3.31E-15,11,0,0,0
1339,6.1963139653838700,1.2679304943315600,0.4970278537658500,0.5000000000000000,0.9332089794600130,5,1.76E-15,11,0,0,0
2391,8.0864749183864900,1.1041847964922500,0.4951077419875520,0.5000000000000000,0.7832440437627690,6,2.50E-15,11,0,0,0
1466,9.0022482616269300,0.7026980770476090,0.4950761069973470,0.5000000000000000,0.7825304933957560,8,2.87E-15,10,0,0,0
2808,9.8078032727118900,1.2949920914677000,0.4947109750662920,0.5000000000000000,0.7824123362233710,7,3.23E-15,12,0,0,0
300,10.7236395332928000,0.8940213075504490,0.4949998074695950,0.5000000000000000,0.7832888027959830,8,3.58E-15,11,0,0,0
3750,12.4514140478970000,1.0903519187662000,0.4950798538942070,0.5000000000000000,0.7845023629637980,6,2.22E-15,11,0,0,0
2630,13.3666222678934000,0.6876660425593080,0.4945130209229090,0.5000000000000000,0.8431759282392900,6,5.29E-15,10,0,0,0
3215,14.3192192711854000,0.9915895355857900,0.4949830463171470,0.5000000000000000,0.9813004646598010,5,1.19E-14,13,0,0,0
2064,15.5318793983819000,0.9250141010424020,0.4975168913038240,0.5000000000000000,0.9310764200659060,4,4.57E-15,11,0,0,0
142,16.5630809012986000,0.8308806705947830,0.4962374038937840,0.5000000000000000,0.7901174211816860,8,3.18E-15,12,0,0,0
1314,17.5577318724533000,0.7287129730083680,0.4921946221791490,0.5000000000000000,0.8267609628167150,7,4.90E-15,11,0,0,0
121,18.4250464963343000,1.2262394990646500,0.4997012554914420,0.5000000000000000,0.9043367397351540,3,7.58E-15,11,0,0,0
266,19.4854453134613000,1.2075896004000900,0.4959167418177070,0.5000000000000000,0.8814684412959200,3,1.18E-14,12,0,0,0
1082,2.1377267947476900,1.7072484284011500,0.4996315968501360,0.5000000000000000,1.0459041085255700,0,9.35E-13,12,0,0,0
1044,3.5772079081256800,1.4026246353143300,0.4903301189405940,0.5000000000000000,0.8405902849149360,7,3.67E-15,10,0,0,0
1495,5.2864543723557900,1.6822456532608300,0.4963292890607040,0.5000000000000000,0.8033805638992220,6,3.06E-15,10,0,0,0
2174,7.1676484675803000,1.5042943619959700,0.4954005281532920,0.5000000000000000,0.8670716093856340,6,2.31E-15,10,0,0,0
778,8.8920547926988600,1.6964272006744400,0.4953615388574830,0.5000000000000000,0.7828840292330780,7,2.75E-15,11,0,0,0
2163,10.6175110578172000,1.8879358967394000,0.4931165213900440,0.5000000000000000,0.7839136718748280,6,5.32E-15,11,0,0,0
