266,0.079058273,0.488880601,0.497599507,0.5,0.909246165,4,2.16E-14,12,0,0,0
1280,1.174224362,0.48052409,0.499658378,0.5,0.921582085,3,9.04E-15,11,0,0,0
736,5.588244829,0.546686174,0.499631597,0.5,1.025926418,1,3.73E-09,13,0,0,0
309,6.742364464,0.650095542,0.496165116,0.5,0.956015458,3,3.98E-14,12,0,0,0
1814,8.773387977,0.054358774,0.499631597,0.5,1.008346858,1,1.31E-09,13,0,0,0
571,10.37317164,0.003305859,0.490171028,0.5,0.886666973,6,2.74E-14,10,0,0,0
305,12.47936817,0.523410897,0.49909332,0.5,0.952726142,4,1.98E-14,11,0,0,0
1315,13.50696672,0.546426563,0.498066008,0.5,0.940780491,4,8.25E-15,12,0,0,0
822,15.10241824,0.093630322,0.498238264,0.5,0.931385963,4,3.35E-14,12,0,0,0
1146,16.32994272,0.132480298,0.495762481,0.5,1.04728405,4,2.77E-14,12,0,0,0
1201,17.95749279,0.63331281,0.495639143,0.5,0.891284195,4,3.76E-14,10,0,0,0
174,19.08496415,0.596820963,0.496338611,0.5,0.907561411,4,2.11E-14,11,0,0,0
1280,0.632870707,1.321288153,0.492446606,0.5,0.847182649,6,1.09E-14,10,0,0,0
1302,2.516822064,0.905323087,0.492171853,0.5,0.882696943,6,1.85E-14,10,0,0,0
1535,3.516106046,0.879903324,0.493401138,0.5,0.936649248,4,2.33E-14,13,0,0,0
473,4.514394678,0.757558839,0.489696434,0.5,0.863919224,4,4.74E-14,10,0,0,0
1912,7.684067702,0.979013625,0.564942075,0.5,0.90620251,3,3.90E-14,12,0,0,0
1281,8.676448625,1.078308555,0.493848365,0.5,0.931499866,3,4.03E-14,11,0,0,0
41,9.678327795,0.722412056,0.490810441,0.5,0.931188897,5,4.44E-14,11,0,0,0
984,10.64844824,0.9644958,0.496325543,0.5,0.920607696,4,3.97E-14,12,0,0,0
1650,11.68982594,1.136829176,0.495138456,0.5,0.922249987,5,3.57E-14,11,0,0,0
590,14.45046009,0.877722936,0.491448509,0.5,0.894924502,5,1.18E-14,11,0,0,0
590,15.43791558,1.0356201,0.491813838,0.5,0.957180723,5,2.94E-14,11,0,0,0
221,17.08343778,1.13325653,0.496636301,0.5,0.949129456,3,2.82E-15,11,0,0,0
1553,1.631527627,1.369753133,0.497640851,0.5,0.916680884,5,1.03E-14,11,0,0,0
697,2.822389369,1.855786657,0.540243119,0.5,0.934193524,3,1.60E-14,12,0,0,0
1535,3.98196691,1.764760868,0.494284975,0.5,0.887412698,4,2.14E-14,10,0,0,0
473,4.982170055,1.641390163,0.495024441,0.5,0.894193805,4,4.23E-14,12,0,0,0
832,6.031427173,1.704786552,0.480318563,0.5,0.914695615,3,2.90E-14,10,0,0,0
832,7.030978865,1.733407246,0.48910897,0.5,0.85290515,2,3.00E-14,11,0,0,0
1912,8.085548084,1.892015214,0.492543167,0.5,0.910684373,3,2.36E-14,10,0,0,0
110,10.03319925,1.814984267,0.491339483,0.5,1.043227181,3,1.27E-13,12,0,0,0
1650,11.030361,1.888562831,0.493556708,0.5,0.871779009,6,2.39E-14,10,0,0,0
514,12.97351729,1.392202404,0.491228307,0.5,0.854632247,7,1.96E-14,11,0,0,0
1491,13.91686331,1.723361901,0.493800099,0.5,0.895721467,5,2.36E-14,11,0,0,0
1055,16.22699662,1.649442927,0.49442466,0.5,0.84660878,5,1.65E-14,10,0,0,0
1201,18.07524882,1.62634734,0.499631597,0.5,0.930716109,0,4.46E-10,11,0,0,0
174,19.61210114,1.446576879,0.489898664,0.5,0.892080662,3,8.46E-15,11,0,0,0
151,0.097480039,2.319179543,0.538619311,0.5,0.874741247,5,1.76E-14,11,0,0,0
699,1.090367549,2.210459036,0.497492448,0.5,0.906103078,5,1.24E-14,13,0,0,0
1325,2.050425544,2.489411654,0.492239853,0.5,0.879067342,6,9.03E-15,11,0,0,0
697,3.464927686,2.620713843,0.495177486,0.5,0.843102118,5,1.06E-14,12,0,0,0
1388,5.389178424,2.554643328,0.497144142,0.5,0.889287506,3,2.35E-14,11,0,0,0
889,6.50300828,2.624287994,0.490138195,0.5,0.889395514,5,2.23E-14,11,0,0,0
1093,9.058163369,2.588378502,0.489863085,0.5,1.087550155,4,2.94E-14,14,0,0,0
1390,12.19419031,2.018782923,0.497307284,0.5,0.918723263,3,2.85E-14,11,0,0,0
